Station location,Ecozone,Site code,Type of ecosystem,Year,Sample number,Depth (cm)
Emplacement de la station,Écozone,Code de site,Type d’écosystème,Année,Numéro d’échantillon,Profondeur (cm)
Broad,Coastal Beach Ridge,BBR,beach,2014,32,4
Broad,Coastal Beach Ridge,BBR,beach,2014,33,3
Broad,Riparian Forest,BRF,forest,2014,1,140
Broad,Riparian Forest,BRF,forest,2014,2,137
Broad,Riparian Forest,BRF,forest,2014,3,144
Broad,Riparian Forest,BRF,forest,2014,4,149
Broad,Riparian Forest,BRF,forest,2014,5,150
Broad,Riparian Forest,BRF,forest,2014,6,151
Broad,Riparian Forest,BRF,forest,2014,7,151
Broad,Riparian Forest,BRF,forest,2014,8,152
Broad,Riparian Forest,BRF,forest,2014,9,150
Broad,Riparian Forest,BRF,forest,2014,10,142
Broad,Riparian Forest,BRF,forest,2014,11,140
Broad,Riparian Forest,BRF,forest,2014,12,141
Broad,Riparian Forest,BRF,forest,2014,13,130
Broad,Riparian Forest,BRF,forest,2014,14,130
Broad,Riparian Forest,BRF,forest,2014,15,130
Broad,Riparian Forest,BRF,forest,2014,16,126
Broad,Riparian Forest,BRF,forest,2014,17,123
Broad,Riparian Forest,BRF,forest,2014,18,125
Broad,Riparian Forest,BRF,forest,2014,19,124
Broad,Riparian Forest,BRF,forest,2014,20,126
Broad,Riparian Forest,BRF,forest,2014,21,126
Broad,Riparian Forest,BRF,forest,2014,22,122
Broad,Riparian Forest,BRF,forest,2014,23,124
Broad,Riparian Forest,BRF,forest,2014,24,120
Broad,Riparian Forest,BRF,forest,2014,25,119
Broad,Riparian Forest,BRF,forest,2014,26,121
Broad,Riparian Forest,BRF,forest,2014,27,122
Broad,Riparian Forest,BRF,forest,2014,28,115
Broad,Riparian Forest,BRF,forest,2014,29,120
Broad,Riparian Forest,BRF,forest,2014,30,119
Broad,Riparian Forest,BRF,forest,2014,31,119
Broad,Riparian Forest,BRF,forest,2014,32,120
Broad,Riparian Forest,BRF,forest,2014,33,120
Broad,Sedge Fen,BCF,fen,2014,1,9
Broad,Sedge Fen,BCF,fen,2014,2,10
Broad,Sedge Fen,BCF,fen,2014,3,10
Broad,Sedge Fen,BCF,fen,2014,4,11
Broad,Sedge Fen,BCF,fen,2014,5,13
Broad,Sedge Fen,BCF,fen,2014,6,12
Broad,Sedge Fen,BCF,fen,2014,7,13
Broad,Sedge Fen,BCF,fen,2014,8,13
Broad,Sedge Fen,BCF,fen,2014,9,12
Broad,Sedge Fen,BCF,fen,2014,10,12
Broad,Sedge Fen,BCF,fen,2014,11,14
Broad,Sedge Fen,BCF,fen,2014,12,10
Broad,Sedge Fen,BCF,fen,2014,13,11
Broad,Sedge Fen,BCF,fen,2014,14,9
Broad,Sedge Fen,BCF,fen,2014,15,10
Broad,Sedge Fen,BCF,fen,2014,16,11
Broad,Sedge Fen,BCF,fen,2014,17,9
Broad,Sedge Fen,BCF,fen,2014,18,12
Broad,Sedge Fen,BCF,fen,2014,19,12
Broad,Sedge Fen,BCF,fen,2014,20,12
Broad,Sedge Fen,BCF,fen,2014,21,12
Broad,Sedge Fen,BCF,fen,2014,22,10
Broad,Sedge Fen,BCF,fen,2014,23,10
Broad,Sedge Fen,BCF,fen,2014,24,10
Broad,Sedge Fen,BCF,fen,2014,25,11
Broad,Sedge Fen,BCF,fen,2014,26,9
Broad,Sedge Fen,BCF,fen,2014,27,9
Broad,Sedge Fen,BCF,fen,2014,28,8
Broad,Sedge Fen,BCF,fen,2014,29,10
Broad,Sedge Fen,BCF,fen,2014,30,9
Broad,Sedge Fen,BCF,fen,2014,31,10
Broad,Sedge Fen,BCF,fen,2014,32,10
Broad,Sedge Fen,BCF,fen,2014,33,14
Broad,Shrub,BSH,shrub,2014,1,82
Broad,Shrub,BSH,shrub,2014,2,84
Broad,Shrub,BSH,shrub,2014,3,84
Broad,Shrub,BSH,shrub,2014,4,90
Broad,Shrub,BSH,shrub,2014,5,96
Broad,Shrub,BSH,shrub,2014,6,96
Broad,Shrub,BSH,shrub,2014,7,97
Broad,Shrub,BSH,shrub,2014,8,98
Broad,Shrub,BSH,shrub,2014,9,98
Broad,Shrub,BSH,shrub,2014,10,98
Broad,Shrub,BSH,shrub,2014,11,102
Broad,Shrub,BSH,shrub,2014,12,96
Broad,Shrub,BSH,shrub,2014,13,100
Broad,Shrub,BSH,shrub,2014,14,105
Broad,Shrub,BSH,shrub,2014,15,104
Broad,Shrub,BSH,shrub,2014,16,106
Broad,Shrub,BSH,shrub,2014,17,104
Broad,Shrub,BSH,shrub,2014,18,107
Broad,Shrub,BSH,shrub,2014,19,102
Broad,Shrub,BSH,shrub,2014,20,107
Broad,Shrub,BSH,shrub,2014,21,102
Broad,Shrub,BSH,shrub,2014,22,103
Broad,Shrub,BSH,shrub,2014,23,102
Broad,Shrub,BSH,shrub,2014,24,98
Broad,Shrub,BSH,shrub,2014,25,98
Broad,Shrub,BSH,shrub,2014,26,98
Broad,Shrub,BSH,shrub,2014,27,93
Broad,Shrub,BSH,shrub,2014,28,93
Broad,Shrub,BSH,shrub,2014,29,99
Broad,Shrub,BSH,shrub,2014,30,89
Broad,Shrub,BSH,shrub,2014,31,97
Broad,Shrub,BSH,shrub,2014,32,106
Broad,Shrub,BSH,shrub,2014,33,105
Broad,Spruce Forest,BSF,forest,2014,1,78
Broad,Spruce Forest,BSF,forest,2014,2,71
Broad,Spruce Forest,BSF,forest,2014,3,62
Broad,Spruce Forest,BSF,forest,2014,4,60
Broad,Spruce Forest,BSF,forest,2014,5,70
Broad,Spruce Forest,BSF,forest,2014,6,72
Broad,Spruce Forest,BSF,forest,2014,7,70
Broad,Spruce Forest,BSF,forest,2014,8,70
Broad,Spruce Forest,BSF,forest,2014,9,70
Broad,Spruce Forest,BSF,forest,2014,10,80
Broad,Spruce Forest,BSF,forest,2014,11,72
Broad,Spruce Forest,BSF,forest,2014,12,72
Broad,Spruce Forest,BSF,forest,2014,13,76
Broad,Spruce Forest,BSF,forest,2014,14,73
Broad,Spruce Forest,BSF,forest,2014,15,63
Broad,Spruce Forest,BSF,forest,2014,16,67
Broad,Spruce Forest,BSF,forest,2014,17,70
Broad,Spruce Forest,BSF,forest,2014,18,62
Broad,Spruce Forest,BSF,forest,2014,19,74
Broad,Spruce Forest,BSF,forest,2014,20,67
Broad,Spruce Forest,BSF,forest,2014,21,48
Broad,Spruce Forest,BSF,forest,2014,22,78
Broad,Spruce Forest,BSF,forest,2014,23,74
Broad,Spruce Forest,BSF,forest,2014,24,60
Broad,Spruce Forest,BSF,forest,2014,25,60
Broad,Spruce Forest,BSF,forest,2014,26,80
Broad,Spruce Forest,BSF,forest,2014,27,78
Broad,Spruce Forest,BSF,forest,2014,28,71
Broad,Spruce Forest,BSF,forest,2014,29,74
Broad,Spruce Forest,BSF,forest,2014,30,86
Broad,Spruce Forest,BSF,forest,2014,31,74
Broad,Spruce Forest,BSF,forest,2014,32,73
Broad,Spruce Forest,BSF,forest,2014,33,60
Mary Lake,Forest,MLK,forest,2014,1,73
Mary Lake,Forest,MLK,forest,2014,2,80
Mary Lake,Forest,MLK,forest,2014,3,77
Mary Lake,Forest,MLK,forest,2014,4,74
Mary Lake,Forest,MLK,forest,2014,5,72
Mary Lake,Forest,MLK,forest,2014,6,71
Mary Lake,Forest,MLK,forest,2014,7,82
Mary Lake,Forest,MLK,forest,2014,8,84
Mary Lake,Forest,MLK,forest,2014,9,79
Mary Lake,Forest,MLK,forest,2014,10,81
Mary Lake,Forest,MLK,forest,2014,11,74
Mary Lake,Forest,MLK,forest,2014,12,72
Mary Lake,Forest,MLK,forest,2014,13,81
Mary Lake,Forest,MLK,forest,2014,14,83
Mary Lake,Forest,MLK,forest,2014,15,62
Mary Lake,Forest,MLK,forest,2014,16,43
Mary Lake,Forest,MLK,forest,2014,17,79
Mary Lake,Forest,MLK,forest,2014,18,48
Mary Lake,Forest,MLK,forest,2014,19,47
Mary Lake,Forest,MLK,forest,2014,20,50
Mary Lake,Forest,MLK,forest,2014,21,83
Mary Lake,Forest,MLK,forest,2014,22,82
Mary Lake,Forest,MLK,forest,2014,23,78
Mary Lake,Forest,MLK,forest,2014,24,80
Mary Lake,Forest,MLK,forest,2014,25,83
Mary Lake,Forest,MLK,forest,2014,26,96
Mary Lake,Forest,MLK,forest,2014,27,72
Mary Lake,Forest,MLK,forest,2014,28,58
Mary Lake,Forest,MLK,forest,2014,29,59
Mary Lake,Forest,MLK,forest,2014,30,63
Mary Lake,Forest,MLK,forest,2014,31,60
Mary Lake,Forest,MLK,forest,2014,32,67
Mary Lake,Forest,MLK,forest,2014,33,81
Owl,Coastal Beach Ridge,OBR,beach,2014,1,6
Owl,Coastal Beach Ridge,OBR,beach,2014,2,7
Owl,Coastal Beach Ridge,OBR,beach,2014,3,7
Owl,Coastal Beach Ridge,OBR,beach,2014,4,6
Owl,Coastal Beach Ridge,OBR,beach,2014,5,7
Owl,Coastal Beach Ridge,OBR,beach,2014,6,8
Owl,Coastal Beach Ridge,OBR,beach,2014,7,6
Owl,Coastal Beach Ridge,OBR,beach,2014,8,6
Owl,Coastal Beach Ridge,OBR,beach,2014,9,6
Owl,Coastal Beach Ridge,OBR,beach,2014,10,8
Owl,Coastal Beach Ridge,OBR,beach,2014,11,8
Owl,Coastal Beach Ridge,OBR,beach,2014,12,7
Owl,Coastal Beach Ridge,OBR,beach,2014,13,8
Owl,Coastal Beach Ridge,OBR,beach,2014,14,7
Owl,Coastal Beach Ridge,OBR,beach,2014,15,8
Owl,Coastal Beach Ridge,OBR,beach,2014,16,6
Owl,Coastal Beach Ridge,OBR,beach,2014,17,8
Owl,Coastal Beach Ridge,OBR,beach,2014,18,5
Owl,Coastal Beach Ridge,OBR,beach,2014,19,6
Owl,Coastal Beach Ridge,OBR,beach,2014,20,7
Owl,Coastal Beach Ridge,OBR,beach,2014,21,9
Owl,Coastal Beach Ridge,OBR,beach,2014,22,10
Owl,Coastal Beach Ridge,OBR,beach,2014,23,9
Owl,Coastal Beach Ridge,OBR,beach,2014,24,9
Owl,Coastal Beach Ridge,OBR,beach,2014,25,10
Owl,Coastal Beach Ridge,OBR,beach,2014,26,10
Owl,Coastal Beach Ridge,OBR,beach,2014,27,11
Owl,Coastal Beach Ridge,OBR,beach,2014,28,8
Owl,Coastal Beach Ridge,OBR,beach,2014,29,9
Owl,Coastal Beach Ridge,OBR,beach,2014,30,9
Owl,Coastal Beach Ridge,OBR,beach,2014,31,10
Owl,Coastal Beach Ridge,OBR,beach,2014,32,9
Owl,Coastal Beach Ridge,OBR,beach,2014,33,9
Owl,Coastal Fen,OCF,fen,2014,1,58
Owl,Coastal Fen,OCF,fen,2014,2,60
Owl,Coastal Fen,OCF,fen,2014,3,61
Owl,Coastal Fen,OCF,fen,2014,4,66
Owl,Coastal Fen,OCF,fen,2014,5,66
Owl,Coastal Fen,OCF,fen,2014,6,66
Owl,Coastal Fen,OCF,fen,2014,7,72
Owl,Coastal Fen,OCF,fen,2014,8,70
Owl,Coastal Fen,OCF,fen,2014,9,73
Owl,Coastal Fen,OCF,fen,2014,10,72
Owl,Coastal Fen,OCF,fen,2014,11,75
Owl,Coastal Fen,OCF,fen,2014,12,70
Owl,Coastal Fen,OCF,fen,2014,13,62
Owl,Coastal Fen,OCF,fen,2014,14,62
Owl,Coastal Fen,OCF,fen,2014,15,63
Owl,Coastal Fen,OCF,fen,2014,16,56
Owl,Coastal Fen,OCF,fen,2014,17,56
Owl,Coastal Fen,OCF,fen,2014,18,50
Owl,Coastal Fen,OCF,fen,2014,19,54
Owl,Coastal Fen,OCF,fen,2014,20,56
Owl,Coastal Fen,OCF,fen,2014,21,54
Owl,Coastal Fen,OCF,fen,2014,22,53
Owl,Coastal Fen,OCF,fen,2014,23,60
Owl,Coastal Fen,OCF,fen,2014,24,64
Owl,Coastal Fen,OCF,fen,2014,25,62
Owl,Coastal Fen,OCF,fen,2014,26,60
Owl,Coastal Fen,OCF,fen,2014,27,64
Owl,Coastal Fen,OCF,fen,2014,28,67
Owl,Coastal Fen,OCF,fen,2014,29,72
Owl,Coastal Fen,OCF,fen,2014,30,70
Owl,Coastal Fen,OCF,fen,2014,31,71
Owl,Coastal Fen,OCF,fen,2014,32,62
Owl,Coastal Fen,OCF,fen,2014,33,63
Owl,Spruce Forest,OSF,forest,2014,1,48
Owl,Spruce Forest,OSF,forest,2014,2,50
Owl,Spruce Forest,OSF,forest,2014,3,54
Owl,Spruce Forest,OSF,forest,2014,4,57
Owl,Spruce Forest,OSF,forest,2014,5,62
Owl,Spruce Forest,OSF,forest,2014,6,56
Owl,Spruce Forest,OSF,forest,2014,7,55
Owl,Spruce Forest,OSF,forest,2014,8,50
Owl,Spruce Forest,OSF,forest,2014,9,65
Owl,Spruce Forest,OSF,forest,2014,10,41
Owl,Spruce Forest,OSF,forest,2014,11,38
Owl,Spruce Forest,OSF,forest,2014,12,33
Owl,Spruce Forest,OSF,forest,2014,13,60
Owl,Spruce Forest,OSF,forest,2014,14,56
Owl,Spruce Forest,OSF,forest,2014,15,49
Owl,Spruce Forest,OSF,forest,2014,16,49
Owl,Spruce Forest,OSF,forest,2014,17,56
Owl,Spruce Forest,OSF,forest,2014,18,53
Owl,Spruce Forest,OSF,forest,2014,19,62
Owl,Spruce Forest,OSF,forest,2014,20,63
Owl,Spruce Forest,OSF,forest,2014,21,70
Owl,Spruce Forest,OSF,forest,2014,22,71
Owl,Spruce Forest,OSF,forest,2014,23,78
Owl,Spruce Forest,OSF,forest,2014,24,76
Owl,Spruce Forest,OSF,forest,2014,25,58
Owl,Spruce Forest,OSF,forest,2014,26,75
Owl,Spruce Forest,OSF,forest,2014,27,74
Owl,Spruce Forest,OSF,forest,2014,28,66
Owl,Spruce Forest,OSF,forest,2014,29,70
Owl,Spruce Forest,OSF,forest,2014,30,63
Owl,Spruce Forest,OSF,forest,2014,31,56
Owl,Spruce Forest,OSF,forest,2014,32,58
Owl,Spruce Forest,OSF,forest,2014,33,60
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,1,12
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,2,26
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,3,22
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,4,17
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,5,16
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,6,26
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,7,30
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,8,19
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,9,14
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,10,15
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,11,32
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,12,20
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,13,18
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,14,16
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,15,16
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,16,18
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,17,19
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,18,23
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,19,13
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,20,31
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,21,17
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,22,28
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,23,23
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,24,23
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,25,13
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,26,27
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,27,16
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,28,14
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,29,16
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,30,16
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,31,25
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,32,24
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2014,33,25
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,1,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,2,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,3,4
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,4,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,5,14
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,6,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,7,7
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,8,7
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,9,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,10,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,11,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,12,14
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,13,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,14,9
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,15,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,16,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,17,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,18,7
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,19,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,20,7
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,21,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,22,9
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,23,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,24,9
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,25,11
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,26,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,27,7
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,28,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,29,8
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,30,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,31,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,32,12
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2014,33,6
Roberge Lake,Tree Island,RTI,island,2014,1,104
Roberge Lake,Tree Island,RTI,island,2014,2,142
Roberge Lake,Tree Island,RTI,island,2014,3,69
Roberge Lake,Tree Island,RTI,island,2014,4,69
Roberge Lake,Tree Island,RTI,island,2014,5,150
Roberge Lake,Tree Island,RTI,island,2014,6,138
Roberge Lake,Tree Island,RTI,island,2014,7,139
Roberge Lake,Tree Island,RTI,island,2014,8,146
Roberge Lake,Tree Island,RTI,island,2014,9,152
Broad,Coastal Beach Ridge,BBR,beach,2015,1,4
Broad,Coastal Beach Ridge,BBR,beach,2015,2,3
Broad,Coastal Beach Ridge,BBR,beach,2015,3,5
Broad,Coastal Beach Ridge,BBR,beach,2015,4,5
Broad,Coastal Beach Ridge,BBR,beach,2015,5,7
Broad,Coastal Beach Ridge,BBR,beach,2015,6,5
Broad,Coastal Beach Ridge,BBR,beach,2015,7,9
Broad,Coastal Beach Ridge,BBR,beach,2015,8,5
Broad,Coastal Beach Ridge,BBR,beach,2015,9,5
Broad,Coastal Beach Ridge,BBR,beach,2015,10,4
Broad,Coastal Beach Ridge,BBR,beach,2015,11,6
Broad,Coastal Beach Ridge,BBR,beach,2015,12,7
Broad,Coastal Beach Ridge,BBR,beach,2015,13,5
Broad,Coastal Beach Ridge,BBR,beach,2015,14,5
Broad,Coastal Beach Ridge,BBR,beach,2015,15,5
Broad,Coastal Beach Ridge,BBR,beach,2015,16,5
Broad,Coastal Beach Ridge,BBR,beach,2015,17,5
Broad,Coastal Beach Ridge,BBR,beach,2015,18,5
Broad,Coastal Beach Ridge,BBR,beach,2015,19,6
Broad,Coastal Beach Ridge,BBR,beach,2015,20,7
Broad,Coastal Beach Ridge,BBR,beach,2015,21,6
Broad,Coastal Beach Ridge,BBR,beach,2015,22,4
Broad,Coastal Beach Ridge,BBR,beach,2015,23,4
Broad,Coastal Beach Ridge,BBR,beach,2015,24,5
Broad,Coastal Beach Ridge,BBR,beach,2015,25,5
Broad,Coastal Beach Ridge,BBR,beach,2015,26,9
Broad,Coastal Beach Ridge,BBR,beach,2015,27,7
Broad,Coastal Beach Ridge,BBR,beach,2015,28,5
Broad,Coastal Beach Ridge,BBR,beach,2015,29,6
Broad,Coastal Beach Ridge,BBR,beach,2015,30,5
Broad,Coastal Beach Ridge,BBR,beach,2015,31,5
Broad,Coastal Beach Ridge,BBR,beach,2015,32,6
Broad,Coastal Beach Ridge,BBR,beach,2015,33,6
Broad,Riparian Forest,BRF,forest,2015,1,71
Broad,Riparian Forest,BRF,forest,2015,2,69
Broad,Riparian Forest,BRF,forest,2015,3,68
Broad,Riparian Forest,BRF,forest,2015,4,72
Broad,Riparian Forest,BRF,forest,2015,5,67
Broad,Riparian Forest,BRF,forest,2015,6,82
Broad,Riparian Forest,BRF,forest,2015,7,76
Broad,Riparian Forest,BRF,forest,2015,8,88
Broad,Riparian Forest,BRF,forest,2015,9,87
Broad,Riparian Forest,BRF,forest,2015,10,88
Broad,Riparian Forest,BRF,forest,2015,11,77
Broad,Riparian Forest,BRF,forest,2015,12,82
Broad,Riparian Forest,BRF,forest,2015,13,67
Broad,Riparian Forest,BRF,forest,2015,14,72
Broad,Riparian Forest,BRF,forest,2015,15,78
Broad,Riparian Forest,BRF,forest,2015,16,75
Broad,Riparian Forest,BRF,forest,2015,17,68
Broad,Riparian Forest,BRF,forest,2015,18,77
Broad,Riparian Forest,BRF,forest,2015,19,51
Broad,Riparian Forest,BRF,forest,2015,20,73
Broad,Riparian Forest,BRF,forest,2015,21,58
Broad,Riparian Forest,BRF,forest,2015,22,77
Broad,Riparian Forest,BRF,forest,2015,23,77
Broad,Riparian Forest,BRF,forest,2015,24,90
Broad,Riparian Forest,BRF,forest,2015,25,90
Broad,Riparian Forest,BRF,forest,2015,26,106
Broad,Riparian Forest,BRF,forest,2015,27,94
Broad,Riparian Forest,BRF,forest,2015,28,100
Broad,Riparian Forest,BRF,forest,2015,29,86
Broad,Riparian Forest,BRF,forest,2015,30,81
Broad,Riparian Forest,BRF,forest,2015,31,81
Broad,Riparian Forest,BRF,forest,2015,32,64
Broad,Riparian Forest,BRF,forest,2015,33,57
Broad,Sedge Fen,BCF,fen,2015,1,36
Broad,Sedge Fen,BCF,fen,2015,2,42
Broad,Sedge Fen,BCF,fen,2015,3,40
Broad,Sedge Fen,BCF,fen,2015,4,44
Broad,Sedge Fen,BCF,fen,2015,5,36
Broad,Sedge Fen,BCF,fen,2015,6,35
Broad,Sedge Fen,BCF,fen,2015,7,29
Broad,Sedge Fen,BCF,fen,2015,8,29
Broad,Sedge Fen,BCF,fen,2015,9,34
Broad,Sedge Fen,BCF,fen,2015,10,38
Broad,Sedge Fen,BCF,fen,2015,11,40
Broad,Sedge Fen,BCF,fen,2015,12,40
Broad,Sedge Fen,BCF,fen,2015,13,36
Broad,Sedge Fen,BCF,fen,2015,14,29
Broad,Sedge Fen,BCF,fen,2015,15,31
Broad,Sedge Fen,BCF,fen,2015,16,39
Broad,Sedge Fen,BCF,fen,2015,17,40
Broad,Sedge Fen,BCF,fen,2015,18,36
Broad,Sedge Fen,BCF,fen,2015,19,27
Broad,Sedge Fen,BCF,fen,2015,20,42
Broad,Sedge Fen,BCF,fen,2015,21,38
Broad,Sedge Fen,BCF,fen,2015,22,39
Broad,Sedge Fen,BCF,fen,2015,23,42
Broad,Sedge Fen,BCF,fen,2015,24,34
Broad,Sedge Fen,BCF,fen,2015,25,30
Broad,Sedge Fen,BCF,fen,2015,26,37
Broad,Sedge Fen,BCF,fen,2015,27,32
Broad,Sedge Fen,BCF,fen,2015,28,33
Broad,Sedge Fen,BCF,fen,2015,29,44
Broad,Sedge Fen,BCF,fen,2015,30,34
Broad,Sedge Fen,BCF,fen,2015,31,32
Broad,Sedge Fen,BCF,fen,2015,32,34
Broad,Sedge Fen,BCF,fen,2015,33,32
Broad,Shrub,BSH,shrub,2015,1,80
Broad,Shrub,BSH,shrub,2015,2,78
Broad,Shrub,BSH,shrub,2015,3,76
Broad,Shrub,BSH,shrub,2015,4,61
Broad,Shrub,BSH,shrub,2015,5,79
Broad,Shrub,BSH,shrub,2015,6,79
Broad,Shrub,BSH,shrub,2015,7,82
Broad,Shrub,BSH,shrub,2015,8,75
Broad,Shrub,BSH,shrub,2015,9,84
Broad,Shrub,BSH,shrub,2015,10,81
Broad,Shrub,BSH,shrub,2015,11,88
Broad,Shrub,BSH,shrub,2015,12,80
Broad,Shrub,BSH,shrub,2015,13,81
Broad,Shrub,BSH,shrub,2015,14,82
Broad,Shrub,BSH,shrub,2015,15,76
Broad,Shrub,BSH,shrub,2015,16,65
Broad,Shrub,BSH,shrub,2015,17,80
Broad,Shrub,BSH,shrub,2015,18,71
Broad,Shrub,BSH,shrub,2015,19,74
Broad,Shrub,BSH,shrub,2015,20,74
Broad,Shrub,BSH,shrub,2015,21,68
Broad,Shrub,BSH,shrub,2015,22,73
Broad,Shrub,BSH,shrub,2015,23,78
Broad,Shrub,BSH,shrub,2015,24,88
Broad,Shrub,BSH,shrub,2015,25,91
Broad,Shrub,BSH,shrub,2015,26,83
Broad,Shrub,BSH,shrub,2015,27,71
Broad,Shrub,BSH,shrub,2015,28,71
Broad,Shrub,BSH,shrub,2015,29,72
Broad,Shrub,BSH,shrub,2015,30,73
Broad,Shrub,BSH,shrub,2015,31,72
Broad,Shrub,BSH,shrub,2015,32,78
Broad,Shrub,BSH,shrub,2015,33,82
Broad,Spruce Forest,BSF,forest,2015,1,56
Broad,Spruce Forest,BSF,forest,2015,2,50
Broad,Spruce Forest,BSF,forest,2015,3,63
Broad,Spruce Forest,BSF,forest,2015,4,63
Broad,Spruce Forest,BSF,forest,2015,5,57
Broad,Spruce Forest,BSF,forest,2015,6,64
Broad,Spruce Forest,BSF,forest,2015,7,63
Broad,Spruce Forest,BSF,forest,2015,8,51
Broad,Spruce Forest,BSF,forest,2015,9,60
Broad,Spruce Forest,BSF,forest,2015,10,53
Broad,Spruce Forest,BSF,forest,2015,11,60
Broad,Spruce Forest,BSF,forest,2015,12,59
Broad,Spruce Forest,BSF,forest,2015,13,54
Broad,Spruce Forest,BSF,forest,2015,14,48
Broad,Spruce Forest,BSF,forest,2015,15,55
Broad,Spruce Forest,BSF,forest,2015,16,52
Broad,Spruce Forest,BSF,forest,2015,17,52
Broad,Spruce Forest,BSF,forest,2015,18,51
Broad,Spruce Forest,BSF,forest,2015,19,53
Broad,Spruce Forest,BSF,forest,2015,20,51
Broad,Spruce Forest,BSF,forest,2015,21,47
Broad,Spruce Forest,BSF,forest,2015,22,50
Broad,Spruce Forest,BSF,forest,2015,23,51
Broad,Spruce Forest,BSF,forest,2015,24,53
Broad,Spruce Forest,BSF,forest,2015,25,49
