Station location,Ecozone,Site code,Type of ecosystem,Year,Sample number,Depth (cm)
Emplacement de la station,Écozone,Code de site,Type d’écosystème,Année,Numéro d’échantillon,Profondeur (cm)
Mary Lake,Forest,MLK,forest,2006,1,56
Mary Lake,Forest,MLK,forest,2006,2,38
Mary Lake,Forest,MLK,forest,2006,3,46
Mary Lake,Forest,MLK,forest,2006,4,44
Mary Lake,Forest,MLK,forest,2006,5,41
Mary Lake,Forest,MLK,forest,2006,6,34
Mary Lake,Forest,MLK,forest,2006,7,34
Mary Lake,Forest,MLK,forest,2006,8,38
Mary Lake,Forest,MLK,forest,2006,9,38
Mary Lake,Forest,MLK,forest,2006,10,33
Mary Lake,Forest,MLK,forest,2006,11,45
Mary Lake,Forest,MLK,forest,2006,12,37
Mary Lake,Forest,MLK,forest,2006,13,47
Mary Lake,Forest,MLK,forest,2006,14,42
Mary Lake,Forest,MLK,forest,2006,15,42
Mary Lake,Forest,MLK,forest,2006,16,48
Mary Lake,Forest,MLK,forest,2006,17,56
Mary Lake,Forest,MLK,forest,2006,18,50
Mary Lake,Forest,MLK,forest,2006,19,64
Mary Lake,Forest,MLK,forest,2006,20,64
Mary Lake,Forest,MLK,forest,2006,21,58
Mary Lake,Forest,MLK,forest,2006,22,55
Mary Lake,Forest,MLK,forest,2006,23,70
Mary Lake,Forest,MLK,forest,2006,24,53
Mary Lake,Forest,MLK,forest,2006,25,41
Mary Lake,Forest,MLK,forest,2006,26,46
Mary Lake,Forest,MLK,forest,2006,27,58
Mary Lake,Forest,MLK,forest,2006,28,58
Mary Lake,Forest,MLK,forest,2006,29,58
Mary Lake,Forest,MLK,forest,2006,30,46
Mary Lake,Forest,MLK,forest,2006,31,38
Mary Lake,Forest,MLK,forest,2006,32,37
Mary Lake,Forest,MLK,forest,2006,33,32
Broad,Coastal Beach Ridge,BBR,beach,2007,1,20
Broad,Coastal Beach Ridge,BBR,beach,2007,2,20
Broad,Coastal Beach Ridge,BBR,beach,2007,3,21
Broad,Coastal Beach Ridge,BBR,beach,2007,4,10
Broad,Coastal Beach Ridge,BBR,beach,2007,5,15
Broad,Coastal Beach Ridge,BBR,beach,2007,6,14
Broad,Coastal Beach Ridge,BBR,beach,2007,7,22
Broad,Coastal Beach Ridge,BBR,beach,2007,8,21
Broad,Coastal Beach Ridge,BBR,beach,2007,9,14
Broad,Coastal Beach Ridge,BBR,beach,2007,10,18
Broad,Coastal Beach Ridge,BBR,beach,2007,11,20
Broad,Coastal Beach Ridge,BBR,beach,2007,12,12
Broad,Coastal Beach Ridge,BBR,beach,2007,13,16
Broad,Coastal Beach Ridge,BBR,beach,2007,14,10
Broad,Coastal Beach Ridge,BBR,beach,2007,15,18
Broad,Coastal Beach Ridge,BBR,beach,2007,16,10
Broad,Coastal Beach Ridge,BBR,beach,2007,17,10
Broad,Coastal Beach Ridge,BBR,beach,2007,18,18
Broad,Coastal Beach Ridge,BBR,beach,2007,19,10
Broad,Coastal Beach Ridge,BBR,beach,2007,20,20
Broad,Coastal Beach Ridge,BBR,beach,2007,21,14
Broad,Coastal Beach Ridge,BBR,beach,2007,22,16
Broad,Coastal Beach Ridge,BBR,beach,2007,23,14
Broad,Coastal Beach Ridge,BBR,beach,2007,24,14
Broad,Coastal Beach Ridge,BBR,beach,2007,25,26
Broad,Coastal Beach Ridge,BBR,beach,2007,26,20
Broad,Coastal Beach Ridge,BBR,beach,2007,27,16
Broad,Coastal Beach Ridge,BBR,beach,2007,28,18
Broad,Coastal Beach Ridge,BBR,beach,2007,29,30
Broad,Coastal Beach Ridge,BBR,beach,2007,30,24
Broad,Coastal Beach Ridge,BBR,beach,2007,31,30
Broad,Coastal Beach Ridge,BBR,beach,2007,32,22
Broad,Coastal Beach Ridge,BBR,beach,2007,33,18
Broad,Riparian Forest,BRF,forest,2007,NA,NA
Broad,Sedge Fen,BCF,fen,2007,NA,NA
Broad,Shrub,BSH,shrub,2007,NA,NA
Broad,Spruce Forest,BSF,forest,2007,NA,NA
Mary Lake,Forest,MLK,forest,2007,1,86
Mary Lake,Forest,MLK,forest,2007,2,86
Mary Lake,Forest,MLK,forest,2007,3,82
Mary Lake,Forest,MLK,forest,2007,4,68
Mary Lake,Forest,MLK,forest,2007,5,86
Mary Lake,Forest,MLK,forest,2007,6,90
Mary Lake,Forest,MLK,forest,2007,7,76
Mary Lake,Forest,MLK,forest,2007,8,88
Mary Lake,Forest,MLK,forest,2007,9,88
Mary Lake,Forest,MLK,forest,2007,10,78
Mary Lake,Forest,MLK,forest,2007,11,57
Mary Lake,Forest,MLK,forest,2007,12,63
Mary Lake,Forest,MLK,forest,2007,13,61
Mary Lake,Forest,MLK,forest,2007,14,58
Mary Lake,Forest,MLK,forest,2007,15,64
Mary Lake,Forest,MLK,forest,2007,16,77
Mary Lake,Forest,MLK,forest,2007,17,76
Mary Lake,Forest,MLK,forest,2007,18,50
Mary Lake,Forest,MLK,forest,2007,19,46
Mary Lake,Forest,MLK,forest,2007,20,41
Mary Lake,Forest,MLK,forest,2007,21,50
Mary Lake,Forest,MLK,forest,2007,22,53
Mary Lake,Forest,MLK,forest,2007,23,53
Mary Lake,Forest,MLK,forest,2007,24,64
Mary Lake,Forest,MLK,forest,2007,25,75
Mary Lake,Forest,MLK,forest,2007,26,90
Mary Lake,Forest,MLK,forest,2007,27,96
Mary Lake,Forest,MLK,forest,2007,28,109
Mary Lake,Forest,MLK,forest,2007,29,122
Mary Lake,Forest,MLK,forest,2007,30,96
Mary Lake,Forest,MLK,forest,2007,31,100
Mary Lake,Forest,MLK,forest,2007,32,106
Mary Lake,Forest,MLK,forest,2007,33,108
Owl,Coastal Beach Ridge,OBR,beach,2007,1,32
Owl,Coastal Beach Ridge,OBR,beach,2007,2,23
Owl,Coastal Beach Ridge,OBR,beach,2007,3,24
Owl,Coastal Beach Ridge,OBR,beach,2007,4,26
Owl,Coastal Beach Ridge,OBR,beach,2007,5,31
Owl,Coastal Beach Ridge,OBR,beach,2007,6,24
Owl,Coastal Beach Ridge,OBR,beach,2007,7,15
Owl,Coastal Beach Ridge,OBR,beach,2007,8,24
Owl,Coastal Beach Ridge,OBR,beach,2007,9,23
Owl,Coastal Beach Ridge,OBR,beach,2007,10,30
Owl,Coastal Beach Ridge,OBR,beach,2007,11,34
Owl,Coastal Beach Ridge,OBR,beach,2007,12,24
Owl,Coastal Beach Ridge,OBR,beach,2007,13,26
Owl,Coastal Beach Ridge,OBR,beach,2007,14,22
Owl,Coastal Beach Ridge,OBR,beach,2007,15,18
Owl,Coastal Beach Ridge,OBR,beach,2007,16,38
Owl,Coastal Beach Ridge,OBR,beach,2007,17,31
Owl,Coastal Beach Ridge,OBR,beach,2007,18,31
Owl,Coastal Beach Ridge,OBR,beach,2007,19,32
Owl,Coastal Beach Ridge,OBR,beach,2007,20,27
Owl,Coastal Beach Ridge,OBR,beach,2007,21,27
Owl,Coastal Beach Ridge,OBR,beach,2007,22,34
Owl,Coastal Beach Ridge,OBR,beach,2007,23,29
Owl,Coastal Beach Ridge,OBR,beach,2007,24,22
Owl,Coastal Beach Ridge,OBR,beach,2007,25,23
Owl,Coastal Beach Ridge,OBR,beach,2007,26,20
Owl,Coastal Beach Ridge,OBR,beach,2007,27,16
Owl,Coastal Beach Ridge,OBR,beach,2007,28,19
Owl,Coastal Beach Ridge,OBR,beach,2007,29,32
Owl,Coastal Beach Ridge,OBR,beach,2007,30,33
Owl,Coastal Beach Ridge,OBR,beach,2007,31,28
Owl,Coastal Beach Ridge,OBR,beach,2007,32,20
Owl,Coastal Beach Ridge,OBR,beach,2007,33,26
Owl,Coastal Fen,OCF,fen,2007,1,49
Owl,Coastal Fen,OCF,fen,2007,2,44
Owl,Coastal Fen,OCF,fen,2007,3,48
Owl,Coastal Fen,OCF,fen,2007,4,53
Owl,Coastal Fen,OCF,fen,2007,5,58
Owl,Coastal Fen,OCF,fen,2007,6,48
Owl,Coastal Fen,OCF,fen,2007,7,43
Owl,Coastal Fen,OCF,fen,2007,8,39
Owl,Coastal Fen,OCF,fen,2007,9,34
Owl,Coastal Fen,OCF,fen,2007,10,21
Owl,Coastal Fen,OCF,fen,2007,11,17
Owl,Coastal Fen,OCF,fen,2007,12,15
Owl,Coastal Fen,OCF,fen,2007,13,25
Owl,Coastal Fen,OCF,fen,2007,14,25
Owl,Coastal Fen,OCF,fen,2007,15,25
Owl,Coastal Fen,OCF,fen,2007,16,38
Owl,Coastal Fen,OCF,fen,2007,17,38
Owl,Coastal Fen,OCF,fen,2007,18,45
Owl,Coastal Fen,OCF,fen,2007,19,37
Owl,Coastal Fen,OCF,fen,2007,20,42
Owl,Coastal Fen,OCF,fen,2007,22,53
Owl,Coastal Fen,OCF,fen,2007,23,64
Owl,Coastal Fen,OCF,fen,2007,24,63
Owl,Coastal Fen,OCF,fen,2007,25,59
Owl,Coastal Fen,OCF,fen,2007,26,46
Owl,Coastal Fen,OCF,fen,2007,27,54
Owl,Coastal Fen,OCF,fen,2007,28,60
Owl,Coastal Fen,OCF,fen,2007,29,56
Owl,Coastal Fen,OCF,fen,2007,30,58
Owl,Coastal Fen,OCF,fen,2007,31,48
Owl,Coastal Fen,OCF,fen,2007,32,62
Owl,Coastal Fen,OCF,fen,2007,33,55
Owl,Spruce Forest,OSF,forest,2007,1,61
Owl,Spruce Forest,OSF,forest,2007,2,62
Owl,Spruce Forest,OSF,forest,2007,3,52
Owl,Spruce Forest,OSF,forest,2007,4,58
Owl,Spruce Forest,OSF,forest,2007,5,74
Owl,Spruce Forest,OSF,forest,2007,6,60
Owl,Spruce Forest,OSF,forest,2007,7,81
Owl,Spruce Forest,OSF,forest,2007,8,46
Owl,Spruce Forest,OSF,forest,2007,9,60
Owl,Spruce Forest,OSF,forest,2007,10,78
Owl,Spruce Forest,OSF,forest,2007,11,86
Owl,Spruce Forest,OSF,forest,2007,12,76
Owl,Spruce Forest,OSF,forest,2007,13,80
Owl,Spruce Forest,OSF,forest,2007,14,68
Owl,Spruce Forest,OSF,forest,2007,15,81
Owl,Spruce Forest,OSF,forest,2007,16,76
Owl,Spruce Forest,OSF,forest,2007,17,66
Owl,Spruce Forest,OSF,forest,2007,18,66
Owl,Spruce Forest,OSF,forest,2007,19,51
Owl,Spruce Forest,OSF,forest,2007,20,59
Owl,Spruce Forest,OSF,forest,2007,21,38
Owl,Spruce Forest,OSF,forest,2007,22,56
Owl,Spruce Forest,OSF,forest,2007,23,34
Owl,Spruce Forest,OSF,forest,2007,24,57
Owl,Spruce Forest,OSF,forest,2007,25,72
Owl,Spruce Forest,OSF,forest,2007,26,65
Owl,Spruce Forest,OSF,forest,2007,27,60
Owl,Spruce Forest,OSF,forest,2007,28,61
Owl,Spruce Forest,OSF,forest,2007,29,46
Owl,Spruce Forest,OSF,forest,2007,30,53
Owl,Spruce Forest,OSF,forest,2007,31,58
Owl,Spruce Forest,OSF,forest,2007,32,71
Owl,Spruce Forest,OSF,forest,2007,33,68
Owl,Spruce Forest,OSF,forest,2007,34,64
Broad,Coastal Beach Ridge,BBR,beach,2008,NA,NA
Broad,Riparian Forest,BRF,forest,2008,NA,NA
Broad,Sedge Fen,BCF,fen,2008,NA,NA
Broad,Shrub,BSH,shrub,2008,NA,NA
Broad,Spruce Forest,BSF,forest,2008,NA,NA
Mary Lake,Forest,MLK,forest,2008,1,77
Mary Lake,Forest,MLK,forest,2008,2,85
Mary Lake,Forest,MLK,forest,2008,3,100
Mary Lake,Forest,MLK,forest,2008,4,78
Mary Lake,Forest,MLK,forest,2008,5,84
Mary Lake,Forest,MLK,forest,2008,6,80
Mary Lake,Forest,MLK,forest,2008,7,68
Mary Lake,Forest,MLK,forest,2008,8,78
Mary Lake,Forest,MLK,forest,2008,9,75
Mary Lake,Forest,MLK,forest,2008,10,72
Mary Lake,Forest,MLK,forest,2008,11,59
Mary Lake,Forest,MLK,forest,2008,12,47
Mary Lake,Forest,MLK,forest,2008,13,73
Mary Lake,Forest,MLK,forest,2008,14,65
Mary Lake,Forest,MLK,forest,2008,15,58
Mary Lake,Forest,MLK,forest,2008,16,60
Mary Lake,Forest,MLK,forest,2008,17,66
Mary Lake,Forest,MLK,forest,2008,18,51
Mary Lake,Forest,MLK,forest,2008,19,61
Mary Lake,Forest,MLK,forest,2008,20,54
Mary Lake,Forest,MLK,forest,2008,21,62
Mary Lake,Forest,MLK,forest,2008,22,60
Mary Lake,Forest,MLK,forest,2008,23,74
Mary Lake,Forest,MLK,forest,2008,24,78
Mary Lake,Forest,MLK,forest,2008,25,80
Mary Lake,Forest,MLK,forest,2008,26,94
Mary Lake,Forest,MLK,forest,2008,27,102
Mary Lake,Forest,MLK,forest,2008,28,85
Mary Lake,Forest,MLK,forest,2008,29,52
Mary Lake,Forest,MLK,forest,2008,30,51
Mary Lake,Forest,MLK,forest,2008,31,62
Mary Lake,Forest,MLK,forest,2008,32,75
Mary Lake,Forest,MLK,forest,2008,33,74
Owl ,Coastal Beach Ridge,OBR,beach,2008,1,42
Owl ,Coastal Beach Ridge,OBR,beach,2008,2,23
Owl ,Coastal Beach Ridge,OBR,beach,2008,3,43
Owl ,Coastal Beach Ridge,OBR,beach,2008,4,48
Owl ,Coastal Beach Ridge,OBR,beach,2008,5,50
Owl ,Coastal Beach Ridge,OBR,beach,2008,6,60
Owl ,Coastal Beach Ridge,OBR,beach,2008,7,54
Owl ,Coastal Beach Ridge,OBR,beach,2008,8,54
Owl ,Coastal Beach Ridge,OBR,beach,2008,9,63
Owl ,Coastal Beach Ridge,OBR,beach,2008,10,55
Owl ,Coastal Beach Ridge,OBR,beach,2008,11,45
Owl ,Coastal Beach Ridge,OBR,beach,2008,12,41
Owl ,Coastal Beach Ridge,OBR,beach,2008,13,65
Owl ,Coastal Beach Ridge,OBR,beach,2008,14,54
Owl ,Coastal Beach Ridge,OBR,beach,2008,15,49
Owl ,Coastal Beach Ridge,OBR,beach,2008,16,48
Owl ,Coastal Beach Ridge,OBR,beach,2008,17,44
Owl ,Coastal Beach Ridge,OBR,beach,2008,18,47
Owl ,Coastal Beach Ridge,OBR,beach,2008,19,56
Owl ,Coastal Beach Ridge,OBR,beach,2008,20,61
Owl ,Coastal Beach Ridge,OBR,beach,2008,21,58
Owl ,Coastal Beach Ridge,OBR,beach,2008,22,44
Owl ,Coastal Beach Ridge,OBR,beach,2008,23,48
Owl ,Coastal Beach Ridge,OBR,beach,2008,24,46
Owl ,Coastal Beach Ridge,OBR,beach,2008,25,44
Owl ,Coastal Beach Ridge,OBR,beach,2008,26,46
Owl ,Coastal Beach Ridge,OBR,beach,2008,27,49
Owl ,Coastal Beach Ridge,OBR,beach,2008,28,47
Owl ,Coastal Beach Ridge,OBR,beach,2008,29,50
Owl ,Coastal Beach Ridge,OBR,beach,2008,30,46
Owl ,Coastal Beach Ridge,OBR,beach,2008,31,46
Owl ,Coastal Beach Ridge,OBR,beach,2008,32,48
Owl ,Coastal Beach Ridge,OBR,beach,2008,33,59
Owl,Coastal Fen,OCF,fen,2008,NA,NA
Owl,Spruce Forest,OSF,forest,2008,NA,NA
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2008,NA,NA
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,1,16
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,2,26
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,3,14
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,4,6
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,5,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,6,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,7,7
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,8,17
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,9,7
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,10,16
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,11,20
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,12,13
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,13,18
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,14,23
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,15,25
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,16,22
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,17,30
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,18,22
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,19,28
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,20,26
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,21,18
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,22,13
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,23,13
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,24,16
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,25,16
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,26,18
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,27,12
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,28,15
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,29,27
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,30,14
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,31,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,32,10
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2008,33,9
Roberge Lake,Tree Island,RTI,island,2008,1,141
Roberge Lake,Tree Island,RTI,island,2008,2,142
Roberge Lake,Tree Island,RTI,island,2008,3,132
Roberge Lake,Tree Island,RTI,island,2008,4,128
Roberge Lake,Tree Island,RTI,island,2008,5,97
Roberge Lake,Tree Island,RTI,island,2008,6,119
Roberge Lake,Tree Island,RTI,island,2008,7,109
Roberge Lake,Tree Island,RTI,island,2008,8,112
Roberge Lake,Tree Island,RTI,island,2008,9,119
Roberge Lake,Tree Island,RTI,island,2008,10,103
Roberge Lake,Tree Island,RTI,island,2008,12,102
Roberge Lake,Tree Island,RTI,island,2008,13,127
Roberge Lake,Tree Island,RTI,island,2008,14,114
Roberge Lake,Tree Island,RTI,island,2008,15,114
Roberge Lake,Tree Island,RTI,island,2008,16,99
Roberge Lake,Tree Island,RTI,island,2008,17,100
Roberge Lake,Tree Island,RTI,island,2008,18,114
Roberge Lake,Tree Island,RTI,island,2008,19,102
Roberge Lake,Tree Island,RTI,island,2008,20,98
Roberge Lake,Tree Island,RTI,island,2008,21,106
Roberge Lake,Tree Island,RTI,island,2008,22,111
Roberge Lake,Tree Island,RTI,island,2008,23,95
Roberge Lake,Tree Island,RTI,island,2008,24,114
Roberge Lake,Tree Island,RTI,island,2008,25,124
Roberge Lake,Tree Island,RTI,island,2008,26,110
Roberge Lake,Tree Island,RTI,island,2008,27,104
Roberge Lake,Tree Island,RTI,island,2008,28,118
Roberge Lake,Tree Island,RTI,island,2008,29,110
Roberge Lake,Tree Island,RTI,island,2008,30,84
Roberge Lake,Tree Island,RTI,island,2008,31,94
Roberge Lake,Tree Island,RTI,island,2008,32,130
Roberge Lake,Tree Island,RTI,island,2008,33,102
Broad,Coastal Beach Ridge,BBR,beach,2009,1,8
Broad,Coastal Beach Ridge,BBR,beach,2009,2,6
Broad,Coastal Beach Ridge,BBR,beach,2009,3,10
Broad,Coastal Beach Ridge,BBR,beach,2009,4,11
Broad,Coastal Beach Ridge,BBR,beach,2009,5,8
Broad,Coastal Beach Ridge,BBR,beach,2009,6,8
Broad,Coastal Beach Ridge,BBR,beach,2009,7,10
Broad,Coastal Beach Ridge,BBR,beach,2009,8,22
Broad,Coastal Beach Ridge,BBR,beach,2009,9,11
Broad,Coastal Beach Ridge,BBR,beach,2009,10,8
Broad,Coastal Beach Ridge,BBR,beach,2009,11,7
Broad,Coastal Beach Ridge,BBR,beach,2009,12,8
Broad,Coastal Beach Ridge,BBR,beach,2009,13,10
Broad,Coastal Beach Ridge,BBR,beach,2009,14,9
Broad,Coastal Beach Ridge,BBR,beach,2009,15,8
Broad,Coastal Beach Ridge,BBR,beach,2009,16,11
Broad,Coastal Beach Ridge,BBR,beach,2009,17,10
Broad,Coastal Beach Ridge,BBR,beach,2009,18,9
Broad,Coastal Beach Ridge,BBR,beach,2009,19,9
Broad,Coastal Beach Ridge,BBR,beach,2009,20,6
Broad,Coastal Beach Ridge,BBR,beach,2009,21,5
Broad,Coastal Beach Ridge,BBR,beach,2009,22,6
Broad,Coastal Beach Ridge,BBR,beach,2009,23,6
Broad,Coastal Beach Ridge,BBR,beach,2009,24,11
Broad,Coastal Beach Ridge,BBR,beach,2009,25,9
Broad,Coastal Beach Ridge,BBR,beach,2009,26,10
Broad,Coastal Beach Ridge,BBR,beach,2009,27,6
Broad,Coastal Beach Ridge,BBR,beach,2009,28,7
Broad,Coastal Beach Ridge,BBR,beach,2009,29,8
Broad,Coastal Beach Ridge,BBR,beach,2009,30,6
Broad,Coastal Beach Ridge,BBR,beach,2009,31,5
Broad,Coastal Beach Ridge,BBR,beach,2009,32,12
Broad,Coastal Beach Ridge,BBR,beach,2009,33,8
Broad,Riparian Forest,BRF,forest,2009,1,76
Broad,Riparian Forest,BRF,forest,2009,2,86
Broad,Riparian Forest,BRF,forest,2009,3,80
Broad,Riparian Forest,BRF,forest,2009,4,82
Broad,Riparian Forest,BRF,forest,2009,5,70
Broad,Riparian Forest,BRF,forest,2009,6,64
Broad,Riparian Forest,BRF,forest,2009,7,61
Broad,Riparian Forest,BRF,forest,2009,8,56
Broad,Riparian Forest,BRF,forest,2009,9,78
Broad,Riparian Forest,BRF,forest,2009,10,62
Broad,Riparian Forest,BRF,forest,2009,11,62
Broad,Riparian Forest,BRF,forest,2009,12,66
Broad,Riparian Forest,BRF,forest,2009,13,72
Broad,Riparian Forest,BRF,forest,2009,14,75
Broad,Riparian Forest,BRF,forest,2009,15,80
Broad,Riparian Forest,BRF,forest,2009,16,68
Broad,Riparian Forest,BRF,forest,2009,17,72
Broad,Riparian Forest,BRF,forest,2009,18,80
Broad,Riparian Forest,BRF,forest,2009,19,78
Broad,Riparian Forest,BRF,forest,2009,20,62
Broad,Riparian Forest,BRF,forest,2009,21,60
Broad,Riparian Forest,BRF,forest,2009,22,60
Broad,Riparian Forest,BRF,forest,2009,23,60
Broad,Riparian Forest,BRF,forest,2009,24,59
Broad,Riparian Forest,BRF,forest,2009,25,59
Broad,Riparian Forest,BRF,forest,2009,26,54
Broad,Riparian Forest,BRF,forest,2009,27,52
Broad,Riparian Forest,BRF,forest,2009,28,59
Broad,Riparian Forest,BRF,forest,2009,29,59
Broad,Riparian Forest,BRF,forest,2009,30,58
Broad,Riparian Forest,BRF,forest,2009,31,59
Broad,Riparian Forest,BRF,forest,2009,32,59
Broad,Riparian Forest,BRF,forest,2009,33,69
Broad,Sedge Fen,BCF,fen,2009,1,34
Broad,Sedge Fen,BCF,fen,2009,2,30
Broad,Sedge Fen,BCF,fen,2009,3,31
Broad,Sedge Fen,BCF,fen,2009,4,35
Broad,Sedge Fen,BCF,fen,2009,5,57
Broad,Sedge Fen,BCF,fen,2009,6,60
Broad,Sedge Fen,BCF,fen,2009,7,51
Broad,Sedge Fen,BCF,fen,2009,8,38
Broad,Sedge Fen,BCF,fen,2009,9,42
Broad,Sedge Fen,BCF,fen,2009,10,40
Broad,Sedge Fen,BCF,fen,2009,11,61
Broad,Sedge Fen,BCF,fen,2009,12,54
Broad,Sedge Fen,BCF,fen,2009,13,45
Broad,Sedge Fen,BCF,fen,2009,14,40
Broad,Sedge Fen,BCF,fen,2009,15,50
Broad,Sedge Fen,BCF,fen,2009,16,29
Broad,Sedge Fen,BCF,fen,2009,17,41
Broad,Shrub,BSH,shrub,2009,NA,NA
Broad,Spruce Forest,BSF,forest,2009,NA,NA
Mary Lake,Forest,MLK,forest,2009,1,71
Mary Lake,Forest,MLK,forest,2009,2,70
Mary Lake,Forest,MLK,forest,2009,3,64
Mary Lake,Forest,MLK,forest,2009,4,70
Mary Lake,Forest,MLK,forest,2009,5,86
Mary Lake,Forest,MLK,forest,2009,6,86
Mary Lake,Forest,MLK,forest,2009,7,96
Mary Lake,Forest,MLK,forest,2009,8,78
Mary Lake,Forest,MLK,forest,2009,9,78
Mary Lake,Forest,MLK,forest,2009,10,69
Mary Lake,Forest,MLK,forest,2009,11,68
Mary Lake,Forest,MLK,forest,2009,12,67
Mary Lake,Forest,MLK,forest,2009,13,60
Mary Lake,Forest,MLK,forest,2009,14,70
Mary Lake,Forest,MLK,forest,2009,15,58
Mary Lake,Forest,MLK,forest,2009,16,70
Mary Lake,Forest,MLK,forest,2009,17,66
Mary Lake,Forest,MLK,forest,2009,18,96
Mary Lake,Forest,MLK,forest,2009,19,84
Mary Lake,Forest,MLK,forest,2009,20,86
Mary Lake,Forest,MLK,forest,2009,21,97
Mary Lake,Forest,MLK,forest,2009,22,92
Mary Lake,Forest,MLK,forest,2009,23,97
Mary Lake,Forest,MLK,forest,2009,24,106
Mary Lake,Forest,MLK,forest,2009,25,102
Mary Lake,Forest,MLK,forest,2009,26,84
Mary Lake,Forest,MLK,forest,2009,27,83
Mary Lake,Forest,MLK,forest,2009,28,86
Mary Lake,Forest,MLK,forest,2009,29,84
Mary Lake,Forest,MLK,forest,2009,30,77
Mary Lake,Forest,MLK,forest,2009,31,60
Mary Lake,Forest,MLK,forest,2009,32,85
Mary Lake,Forest,MLK,forest,2009,33,74
Owl,Coastal Beach Ridge,OBR,beach,2009,NA,NA
Owl,Coastal Fen,OCF,fen,2009,NA,NA
Owl,Spruce Forest,OSF,forest,2009,NA,NA
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2009,6,11
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2009,7,8
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2009,8,8
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2009,9,21
Roberge Lake,Peat Plateau - Ice Wedge,RIW,wedge,2009,10,14
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2009,1,4
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2009,2,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2009,3,5
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2009,4,4
Roberge Lake,Peat Plateau - Polygon Center,RPP,polygon,2009,5,4
Roberge Lake,Tree Island,RTI,island,2009,1,81
Roberge Lake,Tree Island,RTI,island,2009,2,77
Roberge Lake,Tree Island,RTI,island,2009,3,81
Roberge Lake,Tree Island,RTI,island,2009,4,51
Roberge Lake,Tree Island,RTI,island,2009,5,96
Broad,Coastal Beach Ridge,BBR,beach,2010,1,16
Broad,Coastal Beach Ridge,BBR,beach,2010,2,16
Broad,Coastal Beach Ridge,BBR,beach,2010,3,20
Broad,Coastal Beach Ridge,BBR,beach,2010,4,16
Broad,Coastal Beach Ridge,BBR,beach,2010,5,15
Broad,Coastal Beach Ridge,BBR,beach,2010,6,18
Broad,Coastal Beach Ridge,BBR,beach,2010,7,17
Broad,Coastal Beach Ridge,BBR,beach,2010,8,22
Broad,Coastal Beach Ridge,BBR,beach,2010,9,22
Broad,Coastal Beach Ridge,BBR,beach,2010,10,30
Broad,Coastal Beach Ridge,BBR,beach,2010,11,32
Broad,Coastal Beach Ridge,BBR,beach,2010,12,32
Broad,Coastal Beach Ridge,BBR,beach,2010,13,36
Broad,Coastal Beach Ridge,BBR,beach,2010,14,32
Broad,Coastal Beach Ridge,BBR,beach,2010,15,32
